review_text,sentiment,product_category,feature_mentioned,rating
Absolutely love this camera! The autofocus is top-notch and the experience so far has been seamless.,positive,camera,autofocus,4
"Not the best, not the worst. The smartphone's battery life is sufficient for everyday use.",neutral,smartphone,battery life,4
"This camera is alright. If you don’t expect much from the autofocus, it’s fine.",neutral,camera,autofocus,3
"Not the best, not the worst. The smartwatch's fitness tracking is sufficient for everyday use.",neutral,smartwatch,fitness tracking,3
"An average experience with this tablet. Not bad, not great — the battery is acceptable.",neutral,tablet,battery,2
Decent camera. It gets the job done though the lens options could be better.,neutral,camera,lens options,3
Decent headphones. It gets the job done though the sound quality could be better.,neutral,headphones,sound quality,2
This smartwatch was a big letdown. The display doesn’t work as advertised.,negative,smartwatch,display,1
Disappointed with the headphones. Poor comfort and unhelpful customer service.,negative,headphones,comfort,2
"An average experience with this camera. Not bad, not great — the autofocus is acceptable.",neutral,camera,autofocus,4
Regret buying this smartwatch. The features is awful and it’s buggy.,negative,smartwatch,features,2
Absolutely love this tablet! The battery is top-notch and the experience so far has been seamless.,positive,tablet,battery,5
"This laptop blew me away. Smooth user experience, and excellent build quality.",positive,laptop,build quality,5
The camera works fine. The battery is okay but nothing exceptional.,neutral,camera,battery,3
Very happy with my new tablet. Highly recommend it to anyone needing reliable battery.,positive,tablet,battery,5
The headphones works fine. The sound quality is okay but nothing exceptional.,neutral,headphones,sound quality,2
Very happy with my new camera. Highly recommend it to anyone needing reliable autofocus.,positive,camera,autofocus,4
Terrible laptop. The display failed within a week. Don’t waste your money.,negative,laptop,display,2
The headphones works fine. The comfort is okay but nothing exceptional.,neutral,headphones,comfort,2
This smartwatch was a big letdown. The features doesn’t work as advertised.,negative,smartwatch,features,2
Expected more from this camera. The autofocus is subpar at best.,negative,camera,autofocus,1
Disappointed with the smartphone. Poor performance and unhelpful customer service.,negative,smartphone,performance,1
Impressed with the tablet. Great battery and solid performance.,positive,tablet,battery,5
It’s a usable laptop. The keyboard meets minimum expectations.,neutral,laptop,keyboard,2
Disappointed with the tablet. Poor battery and unhelpful customer service.,negative,tablet,battery,1
This tablet was a big letdown. The response time doesn’t work as advertised.,negative,tablet,response time,2
A great buy! Everything from packaging to battery screams quality.,positive,tablet,battery,4
It’s a usable smartphone. The screen meets minimum expectations.,neutral,smartphone,screen,4
It’s a usable tablet. The display meets minimum expectations.,neutral,tablet,display,4
"An average experience with this smartphone. Not bad, not great — the screen is acceptable.",neutral,smartphone,screen,4
A great buy! Everything from packaging to battery screams quality.,positive,smartwatch,battery,5
A great buy! Everything from packaging to connectivity screams quality.,positive,headphones,connectivity,4
Expected more from this camera. The lens options is subpar at best.,negative,camera,lens options,2
Decent laptop. It gets the job done though the build quality could be better.,neutral,laptop,build quality,3
Expected more from this tablet. The portability is subpar at best.,negative,tablet,portability,2
A great buy! Everything from packaging to performance screams quality.,positive,smartphone,performance,5
Regret buying this tablet. The battery is awful and it’s buggy.,negative,tablet,battery,1
Very happy with my new tablet. Highly recommend it to anyone needing reliable portability.,positive,tablet,portability,4
Impressed with the tablet. Great response time and solid performance.,positive,tablet,response time,4
Decent camera. It gets the job done though the battery could be better.,neutral,camera,battery,3
Absolutely love this smartphone! The performance is top-notch and the experience so far has been seamless.,positive,smartphone,performance,4
"This headphones blew me away. Smooth user experience, and excellent connectivity.",positive,headphones,connectivity,4
Regret buying this camera. The autofocus is awful and it’s buggy.,negative,camera,autofocus,1
Expected more from this laptop. The display is subpar at best.,negative,laptop,display,2
"This laptop blew me away. Smooth user experience, and excellent build quality.",positive,laptop,build quality,4
"Not the best, not the worst. The laptop's build quality is sufficient for everyday use.",neutral,laptop,build quality,2
"This smartphone blew me away. Smooth user experience, and excellent battery life.",positive,smartphone,battery life,4
It’s a usable headphones. The battery meets minimum expectations.,neutral,headphones,battery,3
This tablet was a big letdown. The portability doesn’t work as advertised.,negative,tablet,portability,2
A great buy! Everything from packaging to connectivity screams quality.,positive,headphones,connectivity,5
Decent camera. It gets the job done though the image quality could be better.,neutral,camera,image quality,4
Impressed with the smartwatch. Great battery and solid performance.,positive,smartwatch,battery,4
Very happy with my new headphones. Highly recommend it to anyone needing reliable sound quality.,positive,headphones,sound quality,5
Impressed with the smartphone. Great performance and solid performance.,positive,smartphone,performance,4
